"id","code","serial_id","national_registration_code","foreign_id_code","name","middle_name","surname","name_reading","middle_name_reading","surname_reading","gender","birth_date","admitted","graduated","enrollment_status_code","primary_address","primary_contact","class_and_number","user_id","faculty_id","commute_method_type_id","scholarship_status_id"
1031,"**-****-01031",1031,,1031,"Mia","Noble","Pagac",,,,,"2014-02-04",,,"applicant",,,,,,,1
1032,"**-****-01032",1032,,1032,"Katlynn","Santiago","Gaylord",,,,,"2013-08-26",,,"applicant",,,,,,,1
1033,"**-****-01033",1033,,1033,"David","Elmore","Beier",,,,,"2013-11-19",,,"applicant",,,,,,,1
1034,"**-****-01034",1034,,1034,"Velva","Sibyl","Schuster",,,,,"2013-05-14",,,"applicant",,,,,,,1
1035,"**-****-01035",1035,,1035,"Emmitt","Brianne","Fay",,,,,"2014-05-29",,,"applicant",,,,,,,1
1036,"**-****-01036",1036,,1036,"Cathryn","Ervin","Jacobi",,,,,"2013-12-07",,,"applicant",,,,,,,1
1037,"**-****-01037",1037,,1037,"Kailyn","Breana","Fisher",,,,,"2012-05-31",,,"applicant",,,,,,,1
287,"**-****-00287",287,,287,"Lera","Bobby","Turner",,,,,"2013-06-17",,,"admitted","Nagoya, 9307 Laury Mall","Email: hoyt@douglasgoyette.name",,,,,1
1038,"**-****-01038",1038,,1038,"Tyra","Javon","Ward",,,,,"2012-07-05",,,"applicant",,,,,,,1
1039,"**-****-01039",1039,,1039,"Daryl","Jabari","Leannon",,,,,"2011-10-08",,,"applicant",,,,,,,1
1040,"**-****-01040",1040,,1040,"Dedric","Lawrence","Reinger",,,,,"2013-12-28",,,"applicant",,,,,,,1
1041,"**-****-01041",1041,,1041,"Dayton","Omari","Kunze",,,,,"2013-05-08",,,"applicant",,,,,,,1
288,"**-****-00288",288,,288,"Marcia","Brennon","Hagenes",,,,,"2012-02-07",,,"admitted","Nagoya, 0222 Graham Bridge","Email: carleton@hahnlind.name",,,,,1
1042,"**-****-01042",1042,,1042,"Verlie","Rosario","Legros",,,,,"2013-10-19",,,"applicant",,,,,,,1
1043,"**-****-01043",1043,,1043,"Chase","Brandi","Fadel",,,,,"2012-04-09",,,"applicant",,,,,,,1
1044,"**-****-01044",1044,,1044,"Kathryn","Garret","Wunsch",,,,,"2011-09-04",,,"applicant",,,,,,,1
1045,"**-****-01045",1045,,1045,"Rosalinda","Nellie","Bernhard",,,,,"2013-07-07",,,"applicant",,,,,,,1
1046,"**-****-01046",1046,,1046,"Abner","Dannie","Ankunding",,,,,"2011-12-27",,,"applicant",,,,,,,1
1047,"**-****-01047",1047,,1047,"Nasir","Carmen","Casper",,,,,"2012-08-04",,,"applicant",,,,,,,1
1048,"**-****-01048",1048,,1048,"Sigurd","Dejah","Goldner",,,,,"2014-01-11",,,"applicant",,,,,,,1
1049,"**-****-01049",1049,,1049,"Arthur","Kadin","Heathcote",,,,,"2013-05-30",,,"applicant",,,,,,,1
289,"**-****-00289",289,,289,"Wilburn","Joanie","Keeling",,,,,"2013-08-19",,,"admitted","Nagoya, 53400 Maybell Corner","Email: mekhi.kling@howe.biz",,,,,1
1050,"**-****-01050",1050,,1050,"Alf","Johanna","Walker",,,,,"2012-02-11",,,"applicant",,,,,,,1
1051,"**-****-01051",1051,,1051,"Coty","Tyrell","Lueilwitz",,,,,"2011-11-29",,,"applicant",,,,,,,1
1052,"**-****-01052",1052,,1052,"Rollin","Adelle","Pfeffer",,,,,"2012-02-11",,,"applicant",,,,,,,1
1053,"**-****-01053",1053,,1053,"Rene","Randal","Bergstrom",,,,,"2013-03-23",,,"applicant",,,,,,,1
1054,"**-****-01054",1054,,1054,"Morton","Kale","Cremin",,,,,"2013-02-23",,,"applicant",,,,,,,1
290,"**-****-00290",290,,290,"Ryan","Angela","Wilderman",,,,,"2012-05-22",,,"admitted","Nagoya, 1137 Neha Dale","Email: lilyan.hackett@cronapredovic.us",,,,,1
1055,"**-****-01055",1055,,1055,"Junius","Cyrus","Jacobi",,,,,"2013-09-04",,,"applicant",,,,,,,1
1056,"**-****-01056",1056,,1056,"Colten","Emmalee","Murazik",,,,,"2011-11-25",,,"applicant",,,,,,,1
1057,"**-****-01057",1057,,1057,"Frederique","Kiley","Grimes",,,,,"2012-08-20",,,"applicant",,,,,,,1
1058,"**-****-01058",1058,,1058,"Cyrus","Bridgette","Kreiger",,,,,"2012-04-21",,,"applicant",,,,,,,1
1059,"**-****-01059",1059,,1059,"Josianne","Syble","Sawayn",,,,,"2011-11-08",,,"applicant",,,,,,,1
1060,"**-****-01060",1060,,1060,"Colleen","Maximillia","Runolfsdottir",,,,,"2013-02-23",,,"applicant",,,,,,,1
1061,"**-****-01061",1061,,1061,"Kian","Estella","Harvey",,,,,"2011-12-24",,,"applicant",,,,,,,1
291,"**-****-00291",291,,291,"Hadley","Adrian","Terry",,,,,"2014-05-25",,,"admitted","Nagoya, 575 Nienow Flat","Email: jacey@stoltenberg.name",,,,,1
1062,"**-****-01062",1062,,1062,"Toni","Damian","O'Reilly",,,,,"2013-06-20",,,"applicant",,,,,,,1
1063,"**-****-01063",1063,,1063,"Dolly","Krista","Klein",,,,,"2012-09-16",,,"applicant",,,,,,,1
1064,"**-****-01064",1064,,1064,"Veronica","Prudence","Wisoky",,,,,"2013-04-08",,,"applicant",,,,,,,1
1065,"**-****-01065",1065,,1065,"Reymundo","Hertha","Waters",,,,,"2012-10-11",,,"applicant",,,,,,,1
1066,"**-****-01066",1066,,1066,"Jakob","Simeon","Schamberger",,,,,"2013-12-30",,,"applicant",,,,,,,1
1067,"**-****-01067",1067,,1067,"Jerod","Amber","Kub",,,,,"2013-12-08",,,"applicant",,,,,,,1
1068,"**-****-01068",1068,,1068,"Tiana","Zackary","Kunde",,,,,"2013-01-30",,,"applicant",,,,,,,1
292,"**-****-00292",292,,292,"Chandler","Verdie","Bednar",,,,,"2013-05-04",,,"admitted","Nagoya, 41546 Kuhic Hills","Email: kristian@kessleranderson.co.uk",,,,,1
1069,"**-****-01069",1069,,1069,"Sean","Dariana","Jenkins",,,,,"2013-04-25",,,"applicant",,,,,,,1
1070,"**-****-01070",1070,,1070,"Pauline","Linnea","Kautzer",,,,,"2013-08-29",,,"applicant",,,,,,,1
1071,"**-****-01071",1071,,1071,"Clare","Fredy","Schroeder",,,,,"2012-01-13",,,"applicant",,,,,,,1
1072,"**-****-01072",1072,,1072,"Lewis","Althea","Pacocha",,,,,"2013-02-19",,,"applicant",,,,,,,1
1073,"**-****-01073",1073,,1073,"Hassie","Etha","Medhurst",,,,,"2012-06-19",,,"applicant",,,,,,,1
293,"**-****-00293",293,,293,"Priscilla","Peyton","Gulgowski",,,,,"2013-08-05",,,"admitted","Nagoya, 89754 Grant Club","Email: izaiah@oga.co.uk",,,,,1
1074,"**-****-01074",1074,,1074,"Cicero","Quinton","Volkman",,,,,"2013-12-21",,,"applicant",,,,,,,1
1075,"**-****-01075",1075,,1075,"Kavon","Mark","Grimes",,,,,"2013-12-20",,,"applicant",,,,,,,1
1076,"**-****-01076",1076,,1076,"Harmon","Vinnie","Hoeger",,,,,"2013-02-12",,,"applicant",,,,,,,1
1077,"**-****-01077",1077,,1077,"Fernando","Nathen","Hills",,,,,"2013-06-01",,,"applicant",,,,,,,1
1078,"**-****-01078",1078,,1078,"Cody","Anibal","Douglas",,,,,"2012-02-05",,,"applicant",,,,,,,1
1079,"**-****-01079",1079,,1079,"Zachary","Pascale","Gutkowski",,,,,"2012-05-02",,,"applicant",,,,,,,1
294,"**-****-00294",294,,294,"Marisa","Rosina","Greenholt",,,,,"2012-10-17",,,"admitted","Nagoya, 69616 Orn Points","Email: alek@gusikowski.com",,,,,1
1080,"**-****-01080",1080,,1080,"Hugh","Toy","Ward",,,,,"2013-02-28",,,"applicant",,,,,,,1
1081,"**-****-01081",1081,,1081,"Flossie","Laisha","Pagac",,,,,"2013-04-17",,,"applicant",,,,,,,1
1082,"**-****-01082",1082,,1082,"Martine","John","Hermiston",,,,,"2012-03-27",,,"applicant",,,,,,,1
1083,"**-****-01083",1083,,1083,"Elian","Amelia","Feil",,,,,"2012-12-24",,,"applicant",,,,,,,1
1084,"**-****-01084",1084,,1084,"Jarod","Jocelyn","Lesch",,,,,"2011-11-28",,,"applicant",,,,,,,1
295,"**-****-00295",295,,295,"Raphael","Rozella","Huel",,,,,"2013-02-02",,,"admitted","Nagoya, 126 Lionel Freeway","Email: sandrine_howell@jakubowskischmeler.biz",,,,,1
1085,"**-****-01085",1085,,1085,"Leland","Johanna","Becker",,,,,"2013-04-27",,,"applicant",,,,,,,1
1086,"**-****-01086",1086,,1086,"Wilfred","Lia","Kovacek",,,,,"2011-10-08",,,"applicant",,,,,,,1
1087,"**-****-01087",1087,,1087,"Emil","Gregoria","Wiza",,,,,"2014-02-13",,,"applicant",,,,,,,1
1088,"**-****-01088",1088,,1088,"Katlyn","Marianna","Carter",,,,,"2013-10-10",,,"applicant",,,,,,,1
204,204,204,"admitted",,"零",,"影�?",,,,,,,"**-****-00204",,"Email: breanne_hirthe@harvey.us",,,,,1,"2014-05-30 16:31:31 UTC"
1089,"**-****-01089",1089,,1089,"Verna","Orpha","Pollich",,,,,"2012-05-15",,,"applicant",,,,,,,1
206,"**-****-00206",206,,206,"Aglae","Natalia","Boyer",,,,,"2012-01-05",,,"admitted","Nagoya, 04511 Olson Extension","Email: fredy_kautzer@walkersmitham.com",,,,,1
1090,"**-****-01090",1090,,1090,"Delphine","Kobe","Dicki",,,,,"2013-08-26",,,"applicant",,,,,,,1
1091,"**-****-01091",1091,,1091,"Nakia","Estel","Shields",,,,,"2013-10-26",,,"applicant",,,,,,,1
203,"**-****-00203",203,,203,"Amon",,"Tobin",,,,,"1983-01-01",,,"admitted","Nagoya, 2694 Lueilwitz Mews","Email: carley_leffler@hackett.name",,,,,1
1092,"**-****-01092",1092,,1092,"Anthony","Ashley","D'Amore",,,,,"2012-05-27",,,"applicant",,,,,,,1
205,"**-****-00205",205,,205,"サニ�?",,"スノ�?",,,,,,,,"admitted","Nagoya, 889 Koepp River","Email: conner.heaney@gutkowskihartmann.us",,,,,1
1093,"**-****-01093",1093,,1093,"Luella","Armani","Koelpin",,,,,"2012-12-31",,,"applicant",,,,,,,1
202,"**-****-00202",202,,202,"Anonime",,"Anon",,,,,"1982-01-01",,,"admitted","Nagoya, 115 Fay Court","Email: jayson_balistreri@pouros.info",,,,,1
1094,"**-****-01094",1094,,1094,"Carlie","Emanuel","Heller",,,,,"2013-02-23",,,"applicant",,,,,,,1
1095,"**-****-01095",1095,,1095,"Jewell","Stella","Harvey",,,,,"2011-11-02",,,"applicant",,,,,,,1
1096,"**-****-01096",1096,,1096,"Vicenta","Caitlyn","Doyle",,,,,"2014-02-21",,,"applicant",,,,,,,1
1097,"**-****-01097",1097,,1097,"Devin","Jaylin","Howell",,,,,"2012-05-08",,,"applicant",,,,,,,1
1098,"**-****-01098",1098,,1098,"Vance","Catherine","Pfannerstill",,,,,"2013-10-20",,,"applicant",,,,,,,1
1099,"**-****-01099",1099,,1099,"Melyna","Monte","Sporer",,,,,"2012-08-03",,,"applicant",,,,,,,1
207,"**-****-00207",207,,207,"Leta","Rhett","Heidenreich",,,,,"2012-10-30",,,"admitted","Nagoya, 9845 Goodwin Cliffs","Email: jamarcus@wyman.info",,,,,1
1100,"**-****-01100",1100,,1100,"Maximus","Reggie","Wintheiser",,,,,"2012-02-17",,,"applicant",,,,,,,1
1101,"**-****-01101",1101,,1101,"Trenton","Emery","Daugherty",,,,,"2012-09-23",,,"applicant",,,,,,,1
1102,"**-****-01102",1102,,1102,"Cicero","Reid","Brown",,,,,"2013-04-11",,,"applicant",,,,,,,1
1103,"**-****-01103",1103,,1103,"Loyal","Margie","Fisher",,,,,"2011-11-30",,,"applicant",,,,,,,1
208,"**-****-00208",208,,208,"Alexander","Imelda","Greenfelder",,,,,"2011-10-18",,,"admitted","Nagoya, 779 Bradly Stravenue","Email: aurelie_ruecker@hellercrona.biz",,,,,1
1104,"**-****-01104",1104,,1104,"Cruz","Chanelle","Stracke",,,,,"2012-02-15",,,"applicant",,,,,,,1
1105,"**-****-01105",1105,,1105,"Tate","Heidi","Turcotte",,,,,"2013-03-13",,,"applicant",,,,,,,1
1106,"**-****-01106",1106,,1106,"Hilma","Sheridan","Kassulke",,,,,"2012-03-15",,,"applicant",,,,,,,1
1107,"**-****-01107",1107,,1107,"Vergie","Herbert","Pfeffer",,,,,"2012-04-16",,,"applicant",,,,,,,1
1108,"**-****-01108",1108,,1108,"Schuyler","Jessie","Homenick",,,,,"2013-03-29",,,"applicant",,,,,,,1
209,"**-****-00209",209,,209,"Tad","Arvilla","West",,,,,"2013-03-12",,,"admitted","Nagoya, 8706 Reichert Shoals","Email: tara.johnson@homenickschroeder.co.uk",,,,,1
1109,"**-****-01109",1109,,1109,"Celine","Bernadine","Yost",,,,,"2014-01-01",,,"applicant",,,,,,,1
1110,"**-****-01110",1110,,1110,"Korey","Tyrese","Sauer",,,,,"2013-02-04",,,"applicant",,,,,,,1
1111,"**-****-01111",1111,,1111,"Dena","Bennie","Mitchell",,,,,"2012-06-10",,,"applicant",,,,,,,1
1112,"**-****-01112",1112,,1112,"Amiya","Jimmie","Quigley",,,,,"2012-12-13",,,"applicant",,,,,,,1
1113,"**-****-01113",1113,,1113,"Althea","Beryl","DuBuque",,,,,"2013-08-18",,,"applicant",,,,,,,1
1114,"**-****-01114",1114,,1114,"Lemuel","Carli","Beer",,,,,"2013-11-08",,,"applicant",,,,,,,1
1115,"**-****-01115",1115,,1115,"Sidney","Mitchel","Ratke",,,,,"2012-08-01",,,"applicant",,,,,,,1
1116,"**-****-01116",1116,,1116,"Rebekah","Tyrel","Dicki",,,,,"2014-04-09",,,"applicant",,,,,,,1
1117,"**-****-01117",1117,,1117,"Jose","Marielle","Rippin",,,,,"2013-03-14",,,"applicant",,,,,,,1
210,"**-****-00210",210,,210,"Delphia","Edmund","Torp",,,,,"2013-10-26",,,"admitted","Nagoya, 65350 Bogan Junctions","Email: nathanial@wolff.biz",,,,,1
1118,"**-****-01118",1118,,1118,"Asa","Marianna","Hudson",,,,,"2011-10-04",,,"applicant",,,,,,,1
1119,"**-****-01119",1119,,1119,"Ena","Alison","Bode",,,,,"2012-07-05",,,"applicant",,,,,,,1
1120,"**-****-01120",1120,,1120,"Esmeralda","Lacy","Mayer",,,,,"2013-04-02",,,"applicant",,,,,,,1
1121,"**-****-01121",1121,,1121,"Tristian","Marion","Flatley",,,,,"2013-11-28",,,"applicant",,,,,,,1
211,"**-****-00211",211,,211,"Hailey","Herbert","Conroy",,,,,"2013-07-09",,,"admitted","Nagoya, 8392 Crystal Shoal","Email: brionna.johnson@reilly.com",,,,,1
1122,"**-****-01122",1122,,1122,"Genoveva","Henry","Goldner",,,,,"2012-06-08",,,"applicant",,,,,,,1
1123,"**-****-01123",1123,,1123,"Letha","Reece","Turcotte",,,,,"2013-06-07",,,"applicant",,,,,,,1
1124,"**-****-01124",1124,,1124,"Eugenia","Cierra","Walker",,,,,"2013-09-20",,,"applicant",,,,,,,1
1125,"**-****-01125",1125,,1125,"Dino","Percival","Botsford",,,,,"2014-04-25",,,"applicant",,,,,,,1
1126,"**-****-01126",1126,,1126,"Davonte","Justina","Hansen",,,,,"2013-06-07",,,"applicant",,,,,,,1
1127,"**-****-01127",1127,,1127,"Tito","Elijah","Blick",,,,,"2012-07-28",,,"applicant",,,,,,,1
1128,"**-****-01128",1128,,1128,"Bo","Alfonso","Casper",,,,,"2012-07-14",,,"applicant",,,,,,,1
1129,"**-****-01129",1129,,1129,"Brycen","Linnea","Kreiger",,,,,"2013-05-12",,,"applicant",,,,,,,1
1130,"**-****-01130",1130,,1130,"Marques","Thelma","Leuschke",,,,,"2011-12-25",,,"applicant",,,,,,,1
212,"**-****-00212",212,,212,"Nigel","Carolyne","Reinger",,,,,"2012-01-03",,,"admitted","Nagoya, 98355 Aniyah Oval","Email: jorge@hane.name",,,,,1
1131,"**-****-01131",1131,,1131,"Delphia","Heidi","Feest",,,,,"2014-03-24",,,"applicant",,,,,,,1
1132,"**-****-01132",1132,,1132,"Precious","Zackary","Terry",,,,,"2012-12-10",,,"applicant",,,,,,,1
1133,"**-****-01133",1133,,1133,"Billy","Ignacio","Heathcote",,,,,"2013-07-09",,,"applicant",,,,,,,1
1134,"**-****-01134",1134,,1134,"Andre","Mitchel","Medhurst",,,,,"2013-07-27",,,"applicant",,,,,,,1
213,"**-****-00213",213,,213,"Okey","Stewart","Hansen",,,,,"2011-10-13",,,"admitted","Nagoya, 43437 Lauren Radial","Email: sharon@schinner.co.uk",,,,,1
1135,"**-****-01135",1135,,1135,"Ismael","Rhea","Pfannerstill",,,,,"2012-06-28",,,"applicant",,,,,,,1
1136,"**-****-01136",1136,,1136,"Allene","Justine","Fritsch",,,,,"2013-07-24",,,"applicant",,,,,,,1
1137,"**-****-01137",1137,,1137,"Demetris","Ayana","Haley",,,,,"2013-05-15",,,"applicant",,,,,,,1
1138,"**-****-01138",1138,,1138,"Jovan","Albin","Strosin",,,,,"2013-02-05",,,"applicant",,,,,,,1
214,"**-****-00214",214,,214,"Kylee","Karl","Stokes",,,,,"2013-07-14",,,"admitted","Nagoya, 7303 Ahmed Mount","Email: aryanna.schulist@beatty.ca",,,,,1
1139,"**-****-01139",1139,,1139,"Lempi","Cydney","Schmeler",,,,,"2011-12-28",,,"applicant",,,,,,,1
1140,"**-****-01140",1140,,1140,"Nakia","Kenny","Gerlach",,,,,"2012-07-01",,,"applicant",,,,,,,1
1141,"**-****-01141",1141,,1141,"Katheryn","Verona","Rowe",,,,,"2014-04-22",,,"applicant",,,,,,,1
1142,"**-****-01142",1142,,1142,"Chanelle","Percy","Schroeder",,,,,"2012-09-02",,,"applicant",,,,,,,1
1143,"**-****-01143",1143,,1143,"Jarrell","Doris","Toy",,,,,"2013-07-20",,,"applicant",,,,,,,1
1144,"**-****-01144",1144,,1144,"Ruthe","Myron","Lakin",,,,,"2012-08-01",,,"applicant",,,,,,,1
1145,"**-****-01145",1145,,1145,"Deja","Shanelle","Kozey",,,,,"2012-07-12",,,"applicant",,,,,,,1
1146,"**-****-01146",1146,,1146,"Yasmeen","Dexter","Watsica",,,,,"2013-06-24",,,"applicant",,,,,,,1
1147,"**-****-01147",1147,,1147,"Khalil","Cory","Senger",,,,,"2012-05-16",,,"applicant",,,,,,,1
215,"**-****-00215",215,,215,"Conor","Liana","Stanton",,,,,"2011-12-01",,,"admitted","Nagoya, 6632 Zemlak Spurs","Email: alec@purdy.ca",,,,,1
1148,"**-****-01148",1148,,1148,"Conrad","Emily","Mayert",,,,,"2014-01-13",,,"applicant",,,,,,,1
1149,"**-****-01149",1149,,1149,"Ilene","Meta","Crooks",,,,,"2012-02-04",,,"applicant",,,,,,,1
1150,"**-****-01150",1150,,1150,"Ike","Kane","Halvorson",,,,,"2012-01-17",,,"applicant",,,,,,,1
1151,"**-****-01151",1151,,1151,"Harrison","Brent","Weber",,,,,"2011-12-07",,,"applicant",,,,,,,1
216,"**-****-00216",216,,216,"Larissa","Petra","Schmitt",,,,,"2012-01-03",,,"admitted","Nagoya, 436 Roob Rue","Email: evan@wehner.us",,,,,1
1152,"**-****-01152",1152,,1152,"Gladys","Nichole","Towne",,,,,"2012-09-19",,,"applicant",,,,,,,1
1153,"**-****-01153",1153,,1153,"Clifford","Lempi","Hermiston",,,,,"2012-08-19",,,"applicant",,,,,,,1
1154,"**-****-01154",1154,,1154,"Cristal","Vernon","O'Kon",,,,,"2013-12-12",,,"applicant",,,,,,,1
1155,"**-****-01155",1155,,1155,"Berry","Brayan","Labadie",,,,,"2012-06-28",,,"applicant",,,,,,,1
217,"**-****-00217",217,,217,"Carmel","Scotty","Baumbach",,,,,"2012-08-22",,,"admitted","Nagoya, 1797 Jones Well","Email: nicholaus@ziemannraynor.co.uk",,,,,1
1156,"**-****-01156",1156,,1156,"Jennifer","Gaston","Greenfelder",,,,,"2012-02-04",,,"applicant",,,,,,,1
1157,"**-****-01157",1157,,1157,"Salma","Mertie","Lakin",,,,,"2013-11-15",,,"applicant",,,,,,,1
1158,"**-****-01158",1158,,1158,"Daryl","Sarah","Purdy",,,,,"2011-10-30",,,"applicant",,,,,,,1
1159,"**-****-01159",1159,,1159,"Sophia","Alexie","Gislason",,,,,"2013-01-13",,,"applicant",,,,,,,1
1160,"**-****-01160",1160,,1160,"Imogene","Orrin","Ruecker",,,,,"2012-03-14",,,"applicant",,,,,,,1
1161,"**-****-01161",1161,,1161,"Charles","Louvenia","Oga",,,,,"2012-08-11",,,"applicant",,,,,,,1
1162,"**-****-01162",1162,,1162,"Simeon","Serena","Wolf",,,,,"2012-11-17",,,"applicant",,,,,,,1
1163,"**-****-01163",1163,,1163,"Vernice","Fleta","Bernhard",,,,,"2012-01-18",,,"applicant",,,,,,,1
218,"**-****-00218",218,,218,"Lowell","Maci","Gerhold",,,,,"2013-08-25",,,"admitted","Nagoya, 161 Judge Ranch","Email: danial@emmerichpfeffer.info",,,,,1
1164,"**-****-01164",1164,,1164,"Claudine","Tom","Rice",,,,,"2012-02-10",,,"applicant",,,,,,,1
1165,"**-****-01165",1165,,1165,"Lukas","Wilson","Langosh",,,,,"2011-11-16",,,"applicant",,,,,,,1
1166,"**-****-01166",1166,,1166,"Gerson","Lester","Welch",,,,,"2012-12-26",,,"applicant",,,,,,,1
1167,"**-****-01167",1167,,1167,"Ashley","Franco","Smith",,,,,"2012-04-03",,,"applicant",,,,,,,1
1168,"**-****-01168",1168,,1168,"Heath","Wilton","Torphy",,,,,"2012-11-11",,,"applicant",,,,,,,1
219,"**-****-00219",219,,219,"Rasheed","Mariela","Wyman",,,,,"2014-03-05",,,"admitted","Nagoya, 923 Katelin Forks","Email: carol@kingabernathy.name",,,,,1
1169,"**-****-01169",1169,,1169,"Chesley","Nolan","Lueilwitz",,,,,"2012-10-05",,,"applicant",,,,,,,1
1170,"**-****-01170",1170,,1170,"Arne","Zetta","Smitham",,,,,"2011-09-04",,,"applicant",,,,,,,1
1171,"**-****-01171",1171,,1171,"Yolanda","Yvonne","Schneider",,,,,"2012-07-03",,,"applicant",,,,,,,1
1172,"**-****-01172",1172,,1172,"Melany","Vernon","Jacobi",,,,,"2012-06-20",,,"applicant",,,,,,,1
1173,"**-****-01173",1173,,1173,"Katharina","Hattie","Wolff",,,,,"2011-10-28",,,"applicant",,,,,,,1
1174,"**-****-01174",1174,,1174,"Berta","Marcelo","Volkman",,,,,"2012-08-01",,,"applicant",,,,,,,1
1175,"**-****-01175",1175,,1175,"Grant","Drew","Medhurst",,,,,"2014-05-26",,,"applicant",,,,,,,1
1176,"**-****-01176",1176,,1176,"Alec","Waylon","Lind",,,,,"2012-11-30",,,"applicant",,,,,,,1
1177,"**-****-01177",1177,,1177,"Nelda","Rhea","Zboncak",,,,,"2012-07-21",,,"applicant",,,,,,,1
220,"**-****-00220",220,,220,"Dennis","Naomie","Sipes",,,,,"2012-09-23",,,"admitted","Nagoya, 39556 Trinity Point","Email: nat_sawayn@romaguerabarrows.com",,,,,1
1178,"**-****-01178",1178,,1178,"Aaliyah","Anastacio","Denesik",,,,,"2013-09-28",,,"applicant",,,,,,,1
1179,"**-****-01179",1179,,1179,"Faustino","Wilhelm","Kulas",,,,,"2014-05-28",,,"applicant",,,,,,,1
1180,"**-****-01180",1180,,1180,"Eddie","Marlene","Fahey",,,,,"2012-07-31",,,"applicant",,,,,,,1
1181,"**-****-01181",1181,,1181,"Carey","Adella","McGlynn",,,,,"2011-12-27",,,"applicant",,,,,,,1
221,"**-****-00221",221,,221,"Ford","Carlotta","Konopelski",,,,,"2014-03-10",,,"admitted","Nagoya, 3733 Murphy Springs","Email: albin.armstrong@luettgen.co.uk",,,,,1
1182,"**-****-01182",1182,,1182,"Timothy","Stacey","Hoppe",,,,,"2013-06-29",,,"applicant",,,,,,,1
1183,"**-****-01183",1183,,1183,"Martin","Terrell","Keeling",,,,,"2012-08-22",,,"applicant",,,,,,,1
1184,"**-****-01184",1184,,1184,"Florence","Lauriane","Weimann",,,,,"2012-06-20",,,"applicant",,,,,,,1
1185,"**-****-01185",1185,,1185,"Rocky","Oswaldo","Gleichner",,,,,"2012-04-13",,,"applicant",,,,,,,1
222,"**-****-00222",222,,222,"Adella","Shakira","Windler",,,,,"2012-02-13",,,"admitted","Nagoya, 16836 Crist Union","Email: timothy@rogahn.co.uk",,,,,1
1186,"**-****-01186",1186,,1186,"Ethan","Elyssa","Moore",,,,,"2013-06-02",,,"applicant",,,,,,,1
1187,"**-****-01187",1187,,1187,"Patrick","William","Ankunding",,,,,"2014-03-09",,,"applicant",,,,,,,1
1188,"**-****-01188",1188,,1188,"Zula","Lonnie","Daugherty",,,,,"2013-02-04",,,"applicant",,,,,,,1
1189,"**-****-01189",1189,,1189,"Maurice","Stan","Beahan",,,,,"2013-09-29",,,"applicant",,,,,,,1
1190,"**-****-01190",1190,,1190,"Karen","Lon","Graham",,,,,"2012-04-06",,,"applicant",,,,,,,1
1191,"**-****-01191",1191,,1191,"Conor","Arnoldo","Veum",,,,,"2012-11-13",,,"applicant",,,,,,,1
1192,"**-****-01192",1192,,1192,"William","Emie","Bashirian",,,,,"2012-04-02",,,"applicant",,,,,,,1
1193,"**-****-01193",1193,,1193,"Aliyah","Stanley","Shanahan",,,,,"2012-05-20",,,"applicant",,,,,,,1
1194,"**-****-01194",1194,,1194,"Amber","Raul","Kunze",,,,,"2012-09-04",,,"applicant",,,,,,,1
223,"**-****-00223",223,,223,"Tony","Kole","Goyette",,,,,"2014-05-02",,,"admitted","Nagoya, 275 Langworth Point","Email: delores@littel.name",,,,,1
1195,"**-****-01195",1195,,1195,"Rachel","Percival","Hirthe",,,,,"2012-12-09",,,"applicant",,,,,,,1
1196,"**-****-01196",1196,,1196,"Sienna","Tristian","Mayert",,,,,"2012-01-24",,,"applicant",,,,,,,1
1197,"**-****-01197",1197,,1197,"Katherine","Green","Harber",,,,,"2012-11-01",,,"applicant",,,,,,,1
1198,"**-****-01198",1198,,1198,"Kavon","Janiya","Terry",,,,,"2013-07-25",,,"applicant",,,,,,,1
224,"**-****-00224",224,,224,"Napoleon","Dalton","Smitham",,,,,"2014-03-24",,,"admitted","Nagoya, 0498 Mertz Union","Email: norberto.schuppe@smithamtillman.info",,,,,1
1199,"**-****-01199",1199,,1199,"Jaren","Vernon","Schaden",,,,,"2011-11-21",,,"applicant",,,,,,,1
1200,"**-****-01200",1200,,1200,"Anastacio","Abbie","Lakin",,,,,"2013-04-20",,,"applicant",,,,,,,1
1201,"**-****-01201",1201,,1201,"Ken","Lafayette","Gleason",,,,,"2013-03-27",,,"applicant",,,,,,,1
1202,"**-****-01202",1202,,1202,"Verla","Kaleigh","Bins",,,,,"2013-01-28",,,"applicant",,,,,,,1
1203,"**-****-01203",1203,,1203,"Bettye","Beverly","Trantow",,,,,"2013-03-06",,,"applicant",,,,,,,1
1204,"**-****-01204",1204,,1204,"Otis","Reid","White",,,,,"2013-04-01",,,"applicant",,,,,,,1
1205,"**-****-01205",1205,,1205,"Joanny","Cielo","Abbott",,,,,"2011-11-20",,,"applicant",,,,,,,1
225,"**-****-00225",225,,225,"Amaya","Natalie","Sawayn",,,,,"2014-01-13",,,"admitted","Nagoya, 5847 Lemke Crossroad","Email: nicklaus.koch@blandanicolas.biz",,,,,1
226,"**-****-00226",226,,226,"Casimir","Citlalli","Little",,,,,"2012-06-11",,,"admitted","Nagoya, 62887 Orland Run","Email: adelbert@kuhlman.us",,,,,1
227,"**-****-00227",227,,227,"Kendall","Willis","Pfannerstill",,,,,"2013-10-29",,,"admitted","Nagoya, 1676 Frami Lake","Email: charlene@wolff.us",,,,,1
